event_id,theme_id,theme,left_id,left_doc,right_id,right_doc,claim_left,evidence_right,status,risk,confidence,legal_coordinate,conclusion,manual_review,source_rank_left,source_rank_right,source_type_left,source_type_right,primary_act,reason,review_owner,closure_criteria,docx_link,pdf_link,visual_link
E249,T14,Forensic/provenance layer,D07,План 30-р,D23,ПП №468,Пара учтена в all-to-all графе: План 30-р ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,постановление Правительства / изменения,План 30-р / ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-151.docx,03_pair_reports/ПАРА-151.pdf,
E250,T14,Forensic/provenance layer,D07,План 30-р,D24,270-ФЗ,Пара учтена в all-to-all графе: План 30-р ↔ 270-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,федеральный закон / изменения,План 30-р / 270-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-152.docx,03_pair_reports/ПАРА-152.pdf,
E251,T14,Forensic/provenance layer,D07,План 30-р,D26,Договор ЕАЭС ст. 96-98,Пара учтена в all-to-all графе: План 30-р ↔ Договор ЕАЭС ст. 96-98.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,международный договор,План 30-р / Договор ЕАЭС ст. 96-98,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-154.docx,03_pair_reports/ПАРА-154.pdf,
E252,T14,Forensic/provenance layer,D08,План 4171-р,D09,Клерк,Пара учтена в all-to-all графе: План 4171-р ↔ Клерк.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,3,план мероприятий,вторичный обзор,План 4171-р,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-155.docx,03_pair_reports/ПАРА-155.pdf,
E253,T14,Forensic/provenance layer,D08,План 4171-р,D10,Минэк страница,Пара учтена в all-to-all графе: План 4171-р ↔ Минэк страница.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,2,план мероприятий,ведомственная информация / snapshot,План 4171-р,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-156.docx,03_pair_reports/ПАРА-156.pdf,
E254,T14,Forensic/provenance layer,D08,План 4171-р,D12,НК РФ,Пара учтена в all-to-all графе: План 4171-р ↔ НК РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,кодекс / налоги,План 4171-р / НК РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-158.docx,03_pair_reports/ПАРА-158.pdf,
E255,T14,Forensic/provenance layer,D08,План 4171-р,D13,КоАП РФ,Пара учтена в all-to-all графе: План 4171-р ↔ КоАП РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,кодекс / ответственность,План 4171-р / КоАП РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-159.docx,03_pair_reports/ПАРА-159.pdf,
E256,T14,Forensic/provenance layer,D08,План 4171-р,D14,121-ФЗ,Пара учтена в all-to-all графе: План 4171-р ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,федеральный закон / эксперимент,План 4171-р / 121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-160.docx,03_pair_reports/ПАРА-160.pdf,
E257,T14,Forensic/provenance layer,D08,План 4171-р,D15,260-ФЗ,Пара учтена в all-to-all графе: План 4171-р ↔ 260-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,федеральный закон / контроль,План 4171-р / 260-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-161.docx,03_pair_reports/ПАРА-161.pdf,
E258,T14,Forensic/provenance layer,D08,План 4171-р,D16,271-ФЗ,Пара учтена в all-to-all графе: План 4171-р ↔ 271-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,федеральный закон / налоги,План 4171-р / 271-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-162.docx,03_pair_reports/ПАРА-162.pdf,
E259,T14,Forensic/provenance layer,D08,План 4171-р,D17,Указ №467,Пара учтена в all-to-all графе: План 4171-р ↔ Указ №467.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,Указ Президента / цифровой профиль,План 4171-р / Указ №467,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-163.docx,03_pair_reports/ПАРА-163.pdf,
E260,T14,Forensic/provenance layer,D08,План 4171-р,D18,Брошюра Минэка ВНЖ,Пара учтена в all-to-all графе: План 4171-р ↔ Брошюра Минэка ВНЖ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,2,план мероприятий,ведомственная брошюра / информационный материал,План 4171-р,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-164.docx,03_pair_reports/ПАРА-164.pdf,
E261,T14,Forensic/provenance layer,D08,План 4171-р,D19,114-ФЗ,Пара учтена в all-to-all графе: План 4171-р ↔ 114-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,федеральный закон,План 4171-р / 114-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-165.docx,03_pair_reports/ПАРА-165.pdf,
E262,T14,Forensic/provenance layer,D08,План 4171-р,D20,ПП №2573,Пара учтена в all-to-all графе: План 4171-р ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,постановление Правительства / критерии,План 4171-р / ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-166.docx,03_pair_reports/ПАРА-166.pdf,
E263,T14,Forensic/provenance layer,D08,План 4171-р,D21,ПП №1510,Пара учтена в all-to-all графе: План 4171-р ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,постановление Правительства / ruID,План 4171-р / ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-167.docx,03_pair_reports/ПАРА-167.pdf,
E264,T14,Forensic/provenance layer,D08,План 4171-р,D22,ПП №1562,Пара учтена в all-to-all графе: План 4171-р ↔ ПП №1562.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,постановление Правительства / изменения,План 4171-р / ПП №1562,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-168.docx,03_pair_reports/ПАРА-168.pdf,
E265,T14,Forensic/provenance layer,D08,План 4171-р,D23,ПП №468,Пара учтена в all-to-all графе: План 4171-р ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,постановление Правительства / изменения,План 4171-р / ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-169.docx,03_pair_reports/ПАРА-169.pdf,
E266,T14,Forensic/provenance layer,D08,План 4171-р,D25,281-ФЗ,Пара учтена в all-to-all графе: План 4171-р ↔ 281-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,федеральный закон / КоАП,План 4171-р / 281-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-171.docx,03_pair_reports/ПАРА-171.pdf,
E267,T14,Forensic/provenance layer,D08,План 4171-р,D26,Договор ЕАЭС ст. 96-98,Пара учтена в all-to-all графе: План 4171-р ↔ Договор ЕАЭС ст. 96-98.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,план мероприятий,международный договор,План 4171-р / Договор ЕАЭС ст. 96-98,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-172.docx,03_pair_reports/ПАРА-172.pdf,
E268,T14,Forensic/provenance layer,D09,Клерк,D18,Брошюра Минэка ВНЖ,Пара учтена в all-to-all графе: Клерк ↔ Брошюра Минэка ВНЖ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,2,вторичный обзор,ведомственная брошюра / информационный материал,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-181.docx,03_pair_reports/ПАРА-181.pdf,
E269,T14,Forensic/provenance layer,D09,Клерк,D20,ПП №2573,Пара учтена в all-to-all графе: Клерк ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,вторичный обзор,постановление Правительства / критерии,ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-183.docx,03_pair_reports/ПАРА-183.pdf,
E270,T14,Forensic/provenance layer,D09,Клерк,D26,Договор ЕАЭС ст. 96-98,Пара учтена в all-to-all графе: Клерк ↔ Договор ЕАЭС ст. 96-98.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,вторичный обзор,международный договор,Договор ЕАЭС ст. 96-98,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-189.docx,03_pair_reports/ПАРА-189.pdf,
E271,T14,Forensic/provenance layer,D10,Минэк страница,D15,260-ФЗ,Пара учтена в all-to-all графе: Минэк страница ↔ 260-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,2,1,ведомственная информация / snapshot,федеральный закон / контроль,260-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-194.docx,03_pair_reports/ПАРА-194.pdf,
E272,T14,Forensic/provenance layer,D10,Минэк страница,D16,271-ФЗ,Пара учтена в all-to-all графе: Минэк страница ↔ 271-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,2,1,ведомственная информация / snapshot,федеральный закон / налоги,271-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-195.docx,03_pair_reports/ПАРА-195.pdf,
E273,T14,Forensic/provenance layer,D11,115-ФЗ,D14,121-ФЗ,Пара учтена в all-to-all графе: 115-ФЗ ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,федеральный закон,федеральный закон / эксперимент,115-ФЗ / 121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-208.docx,03_pair_reports/ПАРА-208.pdf,
E274,T14,Forensic/provenance layer,D11,115-ФЗ,D17,Указ №467,Пара учтена в all-to-all графе: 115-ФЗ ↔ Указ №467.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,федеральный закон,Указ Президента / цифровой профиль,115-ФЗ / Указ №467,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-211.docx,03_pair_reports/ПАРА-211.pdf,
E275,T14,Forensic/provenance layer,D11,115-ФЗ,D21,ПП №1510,Пара учтена в all-to-all графе: 115-ФЗ ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,федеральный закон,постановление Правительства / ruID,115-ФЗ / ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-215.docx,03_pair_reports/ПАРА-215.pdf,
E276,T14,Forensic/provenance layer,D11,115-ФЗ,D22,ПП №1562,Пара учтена в all-to-all графе: 115-ФЗ ↔ ПП №1562.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,федеральный закон,постановление Правительства / изменения,115-ФЗ / ПП №1562,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-216.docx,03_pair_reports/ПАРА-216.pdf,
E277,T14,Forensic/provenance layer,D11,115-ФЗ,D23,ПП №468,Пара учтена в all-to-all графе: 115-ФЗ ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,федеральный закон,постановление Правительства / изменения,115-ФЗ / ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-217.docx,03_pair_reports/ПАРА-217.pdf,
E278,T14,Forensic/provenance layer,D12,НК РФ,D14,121-ФЗ,Пара учтена в all-to-all графе: НК РФ ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,федеральный закон / эксперимент,НК РФ / 121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-222.docx,03_pair_reports/ПАРА-222.pdf,
E279,T14,Forensic/provenance layer,D12,НК РФ,D15,260-ФЗ,Пара учтена в all-to-all графе: НК РФ ↔ 260-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,федеральный закон / контроль,НК РФ / 260-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-223.docx,03_pair_reports/ПАРА-223.pdf,
E280,T14,Forensic/provenance layer,D12,НК РФ,D17,Указ №467,Пара учтена в all-to-all графе: НК РФ ↔ Указ №467.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,Указ Президента / цифровой профиль,НК РФ / Указ №467,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-225.docx,03_pair_reports/ПАРА-225.pdf,
E281,T14,Forensic/provenance layer,D12,НК РФ,D18,Брошюра Минэка ВНЖ,Пара учтена в all-to-all графе: НК РФ ↔ Брошюра Минэка ВНЖ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,2,кодекс / налоги,ведомственная брошюра / информационный материал,НК РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-226.docx,03_pair_reports/ПАРА-226.pdf,
E282,T14,Forensic/provenance layer,D12,НК РФ,D19,114-ФЗ,Пара учтена в all-to-all графе: НК РФ ↔ 114-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,федеральный закон,НК РФ / 114-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-227.docx,03_pair_reports/ПАРА-227.pdf,
E283,T14,Forensic/provenance layer,D12,НК РФ,D20,ПП №2573,Пара учтена в all-to-all графе: НК РФ ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,постановление Правительства / критерии,НК РФ / ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-228.docx,03_pair_reports/ПАРА-228.pdf,
E284,T14,Forensic/provenance layer,D12,НК РФ,D21,ПП №1510,Пара учтена в all-to-all графе: НК РФ ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,постановление Правительства / ruID,НК РФ / ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-229.docx,03_pair_reports/ПАРА-229.pdf,
E285,T14,Forensic/provenance layer,D12,НК РФ,D22,ПП №1562,Пара учтена в all-to-all графе: НК РФ ↔ ПП №1562.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,постановление Правительства / изменения,НК РФ / ПП №1562,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-230.docx,03_pair_reports/ПАРА-230.pdf,
E286,T14,Forensic/provenance layer,D12,НК РФ,D23,ПП №468,Пара учтена в all-to-all графе: НК РФ ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,постановление Правительства / изменения,НК РФ / ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-231.docx,03_pair_reports/ПАРА-231.pdf,
E287,T14,Forensic/provenance layer,D12,НК РФ,D25,281-ФЗ,Пара учтена в all-to-all графе: НК РФ ↔ 281-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,федеральный закон / КоАП,НК РФ / 281-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-233.docx,03_pair_reports/ПАРА-233.pdf,
E288,T14,Forensic/provenance layer,D12,НК РФ,D26,Договор ЕАЭС ст. 96-98,Пара учтена в all-to-all графе: НК РФ ↔ Договор ЕАЭС ст. 96-98.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / налоги,международный договор,НК РФ / Договор ЕАЭС ст. 96-98,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-234.docx,03_pair_reports/ПАРА-234.pdf,
E289,T14,Forensic/provenance layer,D13,КоАП РФ,D14,121-ФЗ,Пара учтена в all-to-all графе: КоАП РФ ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,федеральный закон / эксперимент,КоАП РФ / 121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-235.docx,03_pair_reports/ПАРА-235.pdf,
E290,T14,Forensic/provenance layer,D13,КоАП РФ,D15,260-ФЗ,Пара учтена в all-to-all графе: КоАП РФ ↔ 260-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,федеральный закон / контроль,КоАП РФ / 260-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-236.docx,03_pair_reports/ПАРА-236.pdf,
E291,T14,Forensic/provenance layer,D13,КоАП РФ,D16,271-ФЗ,Пара учтена в all-to-all графе: КоАП РФ ↔ 271-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,федеральный закон / налоги,КоАП РФ / 271-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-237.docx,03_pair_reports/ПАРА-237.pdf,
E292,T14,Forensic/provenance layer,D13,КоАП РФ,D18,Брошюра Минэка ВНЖ,Пара учтена в all-to-all графе: КоАП РФ ↔ Брошюра Минэка ВНЖ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,2,кодекс / ответственность,ведомственная брошюра / информационный материал,КоАП РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-239.docx,03_pair_reports/ПАРА-239.pdf,
E293,T14,Forensic/provenance layer,D13,КоАП РФ,D19,114-ФЗ,Пара учтена в all-to-all графе: КоАП РФ ↔ 114-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,федеральный закон,КоАП РФ / 114-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-240.docx,03_pair_reports/ПАРА-240.pdf,
E294,T14,Forensic/provenance layer,D13,КоАП РФ,D20,ПП №2573,Пара учтена в all-to-all графе: КоАП РФ ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,постановление Правительства / критерии,КоАП РФ / ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-241.docx,03_pair_reports/ПАРА-241.pdf,
E295,T14,Forensic/provenance layer,D13,КоАП РФ,D21,ПП №1510,Пара учтена в all-to-all графе: КоАП РФ ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,постановление Правительства / ruID,КоАП РФ / ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-242.docx,03_pair_reports/ПАРА-242.pdf,
E296,T14,Forensic/provenance layer,D13,КоАП РФ,D22,ПП №1562,Пара учтена в all-to-all графе: КоАП РФ ↔ ПП №1562.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,1,1,кодекс / ответственность,постановление Правительства / изменения,КоАП РФ / ПП №1562,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-243.docx,03_pair_reports/ПАРА-243.pdf,
